gene,description,apoptosis,cell_cycle,p53_signaling,immune_response,metabolism,DNA_repair,angiogenesis,inflammation,oxidative_stress,transcription_regulation
GENE_1288,Predicted function for GENE_1288 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1289,Predicted function for GENE_1289 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1290,Predicted function for GENE_1290 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1291,Predicted function for GENE_1291 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1292,Predicted function for GENE_1292 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1293,Predicted function for GENE_1293 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1294,Predicted function for GENE_1294 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1295,Predicted function for GENE_1295 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1296,Predicted function for GENE_1296 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1297,Predicted function for GENE_1297 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1298,Predicted function for GENE_1298 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1299,Predicted function for GENE_1299 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1300,Predicted function for GENE_1300 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1301,Predicted function for GENE_1301 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1302,Predicted function for GENE_1302 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_1303,Predicted function for GENE_1303 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1304,Predicted function for GENE_1304 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1305,Predicted function for GENE_1305 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_1306,Predicted function for GENE_1306 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1307,Predicted function for GENE_1307 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1308,Predicted function for GENE_1308 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1309,Predicted function for GENE_1309 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_1310,Predicted function for GENE_1310 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1311,Predicted function for GENE_1311 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1312,Predicted function for GENE_1312 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1313,Predicted function for GENE_1313 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_1314,Predicted function for GENE_1314 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1315,Predicted function for GENE_1315 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1316,Predicted function for GENE_1316 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_1317,Predicted function for GENE_1317 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1318,Predicted function for GENE_1318 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1319,Predicted function for GENE_1319 based on expression profile.,0,0,0,0,1,1,0,0,0,0
GENE_1320,Predicted function for GENE_1320 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1321,Predicted function for GENE_1321 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1322,Predicted function for GENE_1322 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1323,Predicted function for GENE_1323 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1324,Predicted function for GENE_1324 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1325,Predicted function for GENE_1325 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1326,Predicted function for GENE_1326 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1327,Predicted function for GENE_1327 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1328,Predicted function for GENE_1328 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1329,Predicted function for GENE_1329 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1330,Predicted function for GENE_1330 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1331,Predicted function for GENE_1331 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1332,Predicted function for GENE_1332 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1333,Predicted function for GENE_1333 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1334,Predicted function for GENE_1334 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1335,Predicted function for GENE_1335 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_1336,Predicted function for GENE_1336 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1337,Predicted function for GENE_1337 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1338,Predicted function for GENE_1338 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1339,Predicted function for GENE_1339 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1340,Predicted function for GENE_1340 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1341,Predicted function for GENE_1341 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1342,Predicted function for GENE_1342 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1343,Predicted function for GENE_1343 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1344,Predicted function for GENE_1344 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1345,Predicted function for GENE_1345 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1346,Predicted function for GENE_1346 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1347,Predicted function for GENE_1347 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1348,Predicted function for GENE_1348 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1349,Predicted function for GENE_1349 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1350,Predicted function for GENE_1350 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1351,Predicted function for GENE_1351 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1352,Predicted function for GENE_1352 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1353,Predicted function for GENE_1353 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1354,Predicted function for GENE_1354 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1355,Predicted function for GENE_1355 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1356,Predicted function for GENE_1356 based on expression profile.,1,0,0,0,1,0,0,0,0,0
GENE_1357,Predicted function for GENE_1357 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1358,Predicted function for GENE_1358 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1359,Predicted function for GENE_1359 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1360,Predicted function for GENE_1360 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1361,Predicted function for GENE_1361 based on expression profile.,1,0,0,0,0,0,0,0,0,1
GENE_1362,Predicted function for GENE_1362 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1363,Predicted function for GENE_1363 based on expression profile.,0,1,0,0,1,0,0,0,0,0
GENE_1364,Predicted function for GENE_1364 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1365,Predicted function for GENE_1365 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1366,Predicted function for GENE_1366 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1367,Predicted function for GENE_1367 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_1368,Predicted function for GENE_1368 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_1369,Predicted function for GENE_1369 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1370,Predicted function for GENE_1370 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1371,Predicted function for GENE_1371 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1372,Predicted function for GENE_1372 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1373,Predicted function for GENE_1373 based on expression profile.,0,0,1,0,1,0,0,0,0,0
GENE_1374,Predicted function for GENE_1374 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1375,Predicted function for GENE_1375 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1376,Predicted function for GENE_1376 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1377,Predicted function for GENE_1377 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1378,Predicted function for GENE_1378 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_1379,Predicted function for GENE_1379 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1380,Predicted function for GENE_1380 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1381,Predicted function for GENE_1381 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1382,Predicted function for GENE_1382 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_1383,Predicted function for GENE_1383 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1384,Predicted function for GENE_1384 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1385,Predicted function for GENE_1385 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1386,Predicted function for GENE_1386 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1387,Predicted function for GENE_1387 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1388,Predicted function for GENE_1388 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1389,Predicted function for GENE_1389 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1390,Predicted function for GENE_1390 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1391,Predicted function for GENE_1391 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1392,Predicted function for GENE_1392 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1393,Predicted function for GENE_1393 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1394,Predicted function for GENE_1394 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_1395,Predicted function for GENE_1395 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1396,Predicted function for GENE_1396 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1397,Predicted function for GENE_1397 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1398,Predicted function for GENE_1398 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1399,Predicted function for GENE_1399 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1400,Predicted function for GENE_1400 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1401,Predicted function for GENE_1401 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1402,Predicted function for GENE_1402 based on expression profile.,0,1,0,0,1,0,0,0,0,0
GENE_1403,Predicted function for GENE_1403 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1404,Predicted function for GENE_1404 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1405,Predicted function for GENE_1405 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1406,Predicted function for GENE_1406 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1407,Predicted function for GENE_1407 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1408,Predicted function for GENE_1408 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1409,Predicted function for GENE_1409 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1410,Predicted function for GENE_1410 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1411,Predicted function for GENE_1411 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1412,Predicted function for GENE_1412 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1413,Predicted function for GENE_1413 based on expression profile.,0,0,1,0,0,0,0,1,0,0
GENE_1414,Predicted function for GENE_1414 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1415,Predicted function for GENE_1415 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_1416,Predicted function for GENE_1416 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1417,Predicted function for GENE_1417 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1418,Predicted function for GENE_1418 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_1419,Predicted function for GENE_1419 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1420,Predicted function for GENE_1420 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1421,Predicted function for GENE_1421 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1422,Predicted function for GENE_1422 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1423,Predicted function for GENE_1423 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1424,Predicted function for GENE_1424 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1425,Predicted function for GENE_1425 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1426,Predicted function for GENE_1426 based on expression profile.,0,0,0,0,0,0,1,1,0,0
GENE_1427,Predicted function for GENE_1427 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1428,Predicted function for GENE_1428 based on expression profile.,0,0,0,0,0,1,1,0,0,0
GENE_1429,Predicted function for GENE_1429 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_1430,Predicted function for GENE_1430 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_1431,Predicted function for GENE_1431 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1432,Predicted function for GENE_1432 based on expression profile.,0,0,0,0,1,1,0,0,0,0
GENE_1433,Predicted function for GENE_1433 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1434,Predicted function for GENE_1434 based on expression profile.,0,0,1,0,0,0,0,1,0,0
GENE_1435,Predicted function for GENE_1435 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1436,Predicted function for GENE_1436 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1437,Predicted function for GENE_1437 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_1438,Predicted function for GENE_1438 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1439,Predicted function for GENE_1439 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1440,Predicted function for GENE_1440 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1441,Predicted function for GENE_1441 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1442,Predicted function for GENE_1442 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_1443,Predicted function for GENE_1443 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1444,Predicted function for GENE_1444 based on expression profile.,0,0,0,1,0,0,0,1,0,0
GENE_1445,Predicted function for GENE_1445 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1446,Predicted function for GENE_1446 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1447,Predicted function for GENE_1447 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1448,Predicted function for GENE_1448 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1449,Predicted function for GENE_1449 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1450,Predicted function for GENE_1450 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1451,Predicted function for GENE_1451 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1452,Predicted function for GENE_1452 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1453,Predicted function for GENE_1453 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_1454,Predicted function for GENE_1454 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1455,Predicted function for GENE_1455 based on expression profile.,0,0,1,0,0,0,0,0,1,0
GENE_1456,Predicted function for GENE_1456 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1457,Predicted function for GENE_1457 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1458,Predicted function for GENE_1458 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1459,Predicted function for GENE_1459 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1460,Predicted function for GENE_1460 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1461,Predicted function for GENE_1461 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1462,Predicted function for GENE_1462 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1463,Predicted function for GENE_1463 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1464,Predicted function for GENE_1464 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1465,Predicted function for GENE_1465 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1466,Predicted function for GENE_1466 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1467,Predicted function for GENE_1467 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1468,Predicted function for GENE_1468 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1469,Predicted function for GENE_1469 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1470,Predicted function for GENE_1470 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1471,Predicted function for GENE_1471 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1472,Predicted function for GENE_1472 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_1473,Predicted function for GENE_1473 based on expression profile.,0,0,0,0,0,1,0,0,0,1
GENE_1474,Predicted function for GENE_1474 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1475,Predicted function for GENE_1475 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1476,Predicted function for GENE_1476 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1477,Predicted function for GENE_1477 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1478,Predicted function for GENE_1478 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1479,Predicted function for GENE_1479 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1480,Predicted function for GENE_1480 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1481,Predicted function for GENE_1481 based on expression profile.,0,0,1,0,0,0,0,1,0,0
GENE_1482,Predicted function for GENE_1482 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_1483,Predicted function for GENE_1483 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1484,Predicted function for GENE_1484 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1485,Predicted function for GENE_1485 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1486,Predicted function for GENE_1486 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1487,Predicted function for GENE_1487 based on expression profile.,0,0,1,0,0,0,0,0,0,1
